id,fecha,prices,market_caps,total_volumes
binancecoin,2018-09-11,9.5112,930452971.8574051,13934169.580504464
binancecoin,2018-09-12,9.3482,916422641.7075167,21380693.61342372
binancecoin,2018-09-13,9.2029,879018553.6451101,22734153.712239053
binancecoin,2018-09-14,9.6137,918746987.4244486,26269982.667558763
binancecoin,2018-09-15,9.9224,948229137.4680252,27479448.512823038
binancecoin,2018-09-16,10.1129,965043148.9390482,29326748.4362028
binancecoin,2018-09-17,9.9365,949061082.3781854,22681196.07350683
binancecoin,2018-09-18,9.367,894716967.8963991,22485356.719266515
binancecoin,2018-09-19,9.5475,912577463.4329294,24273542.414302148
binancecoin,2018-09-20,9.6094,917696686.2427154,25292364.05885539
binancecoin,2018-09-21,10.0538,960259133.2250421,28762647.118524034
binancecoin,2018-09-22,10.4471,997832194.2530056,32382257.28774937
binancecoin,2018-09-23,10.3169,985393112.9188972,20101459.323005874
binancecoin,2018-09-24,10.3097,1488079900.899756,22670196.30052995
binancecoin,2018-09-25,10.0404,1450237751.6537666,19289806.5341558
binancecoin,2018-09-26,9.791,1411896130.944883,17972383.461828545
binancecoin,2018-09-27,9.7447,1407777728.6870413,17926528.029457357
binancecoin,2018-09-28,10.0558,1452352372.6016557,28072584.63510299
binancecoin,2018-09-29,9.9717,1440706057.7683766,24743292.527872626
binancecoin,2018-09-30,9.9683,1440392829.020447,31593173.318399135
binancecoin,2018-10-01,10.0129,1446314353.4252834,22991399.075537898
binancecoin,2018-10-02,9.9608,1439680403.2376113,21256339.952742774
binancecoin,2018-10-03,10.3398,1493274838.0802064,36332455.628000565
binancecoin,2018-10-04,10.2831,1483326566.4389458,37700291.34917717
binancecoin,2018-10-05,10.3068,1488751252.2480085,33254200.5692766
binancecoin,2018-10-06,10.6535,1538461617.48646,41257129.723922886
binancecoin,2018-10-07,10.4274,1506162297.8008811,31728719.618392657
binancecoin,2018-10-08,10.5499,1523859036.0110536,33499771.824365538
binancecoin,2018-10-09,10.5613,1525303120.0920768,32549460.730528533
binancecoin,2018-10-10,10.4255,1505859403.4593775,28417353.921548747
binancecoin,2018-10-11,10.3764,1493947357.8534448,26768992.70812746
binancecoin,2018-10-12,9.2893,1341784372.8420258,24124215.68335729
binancecoin,2018-10-13,9.5496,1379371138.4628596,26037531.86750197
binancecoin,2018-10-14,9.6113,1388285752.4035625,26140290.659200788
binancecoin,2018-10-15,9.5787,1384751890.523141,20781939.74881678
binancecoin,2018-10-16,10.4671,1513996077.1498418,47373536.67079606
binancecoin,2018-10-17,10.1513,1464680645.4870884,30773523.868654568
binancecoin,2018-10-18,10.1205,1461507184.4319584,35312865.019026786
binancecoin,2018-10-19,9.8504,1422818505.6963532,29839206.556109276
binancecoin,2018-10-20,9.8518,1423197773.01452,25904760.119764447
binancecoin,2018-10-21,9.8795,1426891232.791207,21715191.910345595
binancecoin,2018-10-22,9.8914,1428730146.9480157,26489723.639546797
binancecoin,2018-10-23,9.8233,1418914420.2464166,22162400.32660498
binancecoin,2018-10-24,9.8528,1423175948.5071583,29469396.740041867
binancecoin,2018-10-25,9.7646,1410437571.060247,25796971.78121257
binancecoin,2018-10-26,9.7379,1406718416.078793,21511304.756789215
binancecoin,2018-10-27,9.7562,1409211367.354948,21058558.02065722
binancecoin,2018-10-28,9.6884,1399453693.5336397,21566946.368763372
binancecoin,2018-10-29,9.7035,1398368251.024187,21788778.692538057
binancecoin,2018-10-30,9.3931,1356722024.7165382,16899091.906813875
binancecoin,2018-10-31,9.4353,1362381725.6963894,14604141.53155675
binancecoin,2018-11-01,9.4794,1369356960.890323,18835216.899642177
binancecoin,2018-11-02,9.5705,1385407963.2317097,16905710.04970785
binancecoin,2018-11-03,9.6458,1393273729.126173,18314703.362777498
binancecoin,2018-11-04,9.5809,1383900919.2174048,17270487.44758417
binancecoin,2018-11-05,9.451,1365083899.5690448,23494936.484116983
binancecoin,2018-11-06,9.7006,1401181759.1821861,17943490.353938513
binancecoin,2018-11-07,9.8062,1415863696.1765256,18080929.422675062
binancecoin,2018-11-08,9.8765,1423432059.653836,23171432.309874993
binancecoin,2018-11-09,9.7048,1399286952.437985,16279644.18981581
binancecoin,2018-11-10,9.5667,1385583161.041326,19399522.134972304
binancecoin,2018-11-11,9.5788,1379806384.4448202,15138432.685738796
binancecoin,2018-11-12,9.5261,1367649613.1151705,16427950.883806417
binancecoin,2018-11-13,9.4071,1358172520.6334038,16020475.316721726
binancecoin,2018-11-14,9.3113,1346186902.3252332,16920000.954786327
binancecoin,2018-11-15,8.5259,1227621934.1490834,17038371.870720822
binancecoin,2018-11-16,8.2472,1191248357.2253127,18548034.78075599
binancecoin,2018-11-17,7.9328,1144262270.9344618,18418797.086160064
binancecoin,2018-11-18,7.8068,1127318810.5123966,17778092.140150476
binancecoin,2018-11-19,8.0241,1155425816.9829404,14437436.095156396
binancecoin,2018-11-20,6.6986,968279561.6921016,19498288.47589504
binancecoin,2018-11-21,5.8326,832541432.755894,20260209.733954318
binancecoin,2018-11-22,6.2295,899552607.7997693,13656213.695527907
binancecoin,2018-11-23,5.7244,832630400.7391713,9390908.412665587
